url	section	categories	description	data_and_n	model_version	key_numbers	author_type	date	notes
https://github.com/RINNECODER/jev-behavior-study	Failure modes and capability limits	failure-modes;consistency;perturbation;domain-benchmark	11,621-request field guide to Jev 1.13.0: arithmetic accuracy 88.0% when the correct option is listed first vs 57.4% when last, and a single wording change moved travel-choice accuracy from 0/20 to 20/20	11,621 text-study requests + 3 Snake studies + 3D driving lab (24 pilot episodes)	jev-1.13.0	Answer-order accuracy: first 88.0% vs fourth 57.4%; Snake unassisted target-reach 1/16 (original prompt) vs 14/16 (prose description); car-wash wording flip: 0/20 -> 20/20	independent dev	2026-09-16/17	Explicitly disclaims: 'These are synthetic, task-specific results -- not an official benchmark or an overall model score'; discloses a grading correction excluding 72 pilot items from substantive claims.
https://github.com/scd13150/jev-field-notes	Failure modes and capability limits	failure-modes;calibration;perturbation;adversarial	Multi-domain measurement project (fighting game, TTS, SVG geometry) plus an 8,000-call empirical boundary study	SVG probe on 6 drawings, 5 encodings, ~2.18M tokens ($0.09); Paper 2: 8,000 calls, 3,959 method bodies as ground truth; TTS 3 A/B audio pairs	jev-1.13.0 (pinned)	scrambled-coordinate accuracy 0.048-0.219 (vs real-coordinate 0.571-0.857), confidence delta only -0.028; name-ablation cuts apparent gap ~64%; decoy routing task 158/158 calls on one wrong option at 0.65-0.84 confidence, 0.000 accuracy (vs 0.987 for a free 1-NN baseline)	independent dev	unstated (2026)	"All measurements from the public API on one machine; author frames results as ""a ceiling, not a bug,"" with 16 falsifiable findings documented separately."
https://github.com/simonmesmith/jev-arc-agi-v1-experiment	Failure modes and capability limits	failure-modes;comparison;domain-benchmark	Jev fully solved 4/400 ARC-AGI-1 public eval tasks (1.125% score) via per-cell Choice decisions, at $2.32 total cost	400 public ARC-AGI-1 evaluation tasks, 419 test grids	jev-1.13.0	4/400 solved (1%); 1.125% weighted score; $2.32 total cost; ~90% correct output dimensions	independent dev	2026-09-18	Not a controlled comparison with the official leaderboard (different eval sets); author notes correct dimensions don't imply rule understanding.
https://github.com/TomRichner/can-jev-bayes	Failure modes and capability limits	failure-modes;comparison	Tests Jev on multi-armed bandit sequential decision-making against Bayesian baselines (Thompson sampling, Bayes-UCB); Jev follows supplied optimal action values 99.93% of the time but under-explores without them, and richer uncertainty summaries did not uniformly help	598,080 evaluation/control questions across fixed-state probes and 1,560 independent online environments	jev-1.13.0	posterior means reduced regret by 2.78 units vs counts alone (extra stats then +0.83 regret); zero decision loss following supplied action values (99.93% adherence); sampling reduced 10-arm regret by 5.44 units	independent dev		Bayes-UCB/IDS/knowledge-gradient beat direct Jev+summaries in the broader scaling benchmark; greedy already near-optimal in the short two-arm task, limiting what a Thompson-sampling win demonstrates.
https://github.com/Tsagaanbayr1/jev-tetris	Failure modes and capability limits	perturbation;comparison;failure-modes	Jev can't judge a Tetris board from raw text (0.71 confidence on the worst option) but ranks well when given computed outcome features instead	live gameplay, seed-based matches; solo-play attack rate over many pieces	TypeSafe Jev API (live)	raw-board: confidently wrong pick at 0.71; outcome-based: rank 1 of 8 at 0.66-0.87 confidence; solo attack/piece improved 0.19 to 0.37; head-to-head Jev won both seed-4242 matches	independent dev		A clear, explicit representation-sensitivity (perturbation) finding; latency 300ms-1.2s handled via prefetching.
https://github.com/UgurcanAkkok/yks-bench	Failure modes and capability limits	calibration;perturbation;consistency;language;domain-benchmark	Jev on the 2026 Turkish university entrance exam (593 text-only questions, contamination-free): 82.3% accuracy vs a 24.6% majority baseline; accuracy drops 32.5pp when the question text is deleted, and math collapses to net-negative when a figure is required	593 text-only questions (691 total including figure-based), YKS 2026	jev-1.13.0	82.3% [79.0,85.2] vs local baseline 27.0%; question-deleted accuracy drops 32.5pp; ECE 0.025; both math sections net-negative (-1.25) on official scoring	independent dev	2026-09	Hosted Jev is non-deterministic (19/593 answers differ between identical reruns); confidence gate fails to flag overconfidence on figure-blind questions (top-p never drops below 0.2).
https://github.com/wondertwins/jev-benchmark	Failure modes and capability limits	failure-modes;perturbation;calibration;domain-benchmark	Two capability-boundary probes on Jev: chess (worse-than-random from a raw FEN board, ~950 Elo once given hand-computed tactical facts) and NPC-addressee detection (F1 0.96 clean text, 0.93 noisy speech-to-text)	30 chess middlegames + 25 mate-in-1 puzzles; 79 hand-labeled utterances x3 transcript variants	jev-latest and jev-preview, 2026-09-16	Chess: FEN-only 533cp mean loss (worse than random 403cp) vs tactical-facts 90cp; ~950 Elo estimate; addressee F1 0.962/0.944/0.927 clean/stt/misheard	independent dev	2026-09-16	Extremely detailed, self-critical methodology; explicit about small samples (n=30, n=79) and that addressee ground truth is hand-labeled by the author.
https://github.com/yakubmurcek/should-i-jev	Failure modes and capability limits	failure-modes;consistency;perturbation;calibration	Recorded Jev answers matched hand-authored expectations only 6/27 at first; literal-reading and compound-question bugs fixed, reaching 27/28 after 3 iterations	27-28 golden fixtures / real descriptions	jev-1.13.0	agreement 6/27 to 14/28 to 19/28 to 27/28; batching measured 12.2x cheaper, 10.0x faster; one compound-question fix alone moved 14/28 to 19/28	independent dev	2026-09-20	"Explicit literal-reading failure (security-label word ""untrusted"" triggered a veto on unrelated inputs); Score-vs-Choice confidence semantics bug found and fixed; a live 529-overload retry path documented."
https://github.com/AHTOOOXA/jev-cyrillic-audit	Languages other than English	language;calibration;consistency;failure-modes	Jev's accuracy and calibration in Russian vs English on XNLI (n=600 paired): accuracy 77.3% vs 88.3%, ECE 0.096 vs 0.032; traced to a cross-lingual entailment-recognition failure, not tokenization or length	XNLI n=600 x15 languages (3 studies); MASSIVE n=600; Belebele n=900; SIB-200 n=204/lang	jev-1.13.0	XNLI RU-EN paired Δacc -11.0pp [-14.2,-7.8]; ΔECE +0.063; all 14/14 non-English languages worse on XNLI; MASSIVE/Belebele/SIB-200 show no cross-lingual loss	independent dev/researcher	2026-09-20/21	Pre-registered across three studies with paired bootstrap CIs; single model version (jev-1.13.0), option keys kept English as a deliberate control.
https://github.com/ArmanJR/Jev-Persian-Benchmark	Languages other than English	language;failure-modes;consistency;comparison	480 authored Persian (Farsi + Finglish) questions across 10 linguistic/pragmatic categories run against Jev 1.13.0: 99.6% Choice accuracy, 99.4% Noul, 95.0% Score, with perfect repeatability and English-vs-Persian parity	480 questions (624 total evaluations incl. diagnostics), 80 authored scenarios	jev-1.13.0	Choice 239/240 (99.6%, Brier 0.0112); Noul 159/160 (99.4%); Score 76/80 (95.0%, MAE 0.0709 levels); 0 decision changes across 48 three-observation repeat groups	independent dev	2026-09-22	Includes explicit cost comparison to 4 other models by token-matched estimate (Jev 1.0x, Claude Haiku 4.5 56.6x, GPT 12.6x); author-written gold answers, not independently reviewed.
https://github.com/mahlernim/jev-korean-benchmark	Languages other than English	language;comparison;calibration;perturbation;consistency	100-question-per-cell sample check of Jev in Korean vs English and vs GPT-5.6 Luna across 4 public exams; Korean reading comprehension shows no meaningful cost, but Jev trails Luna by 8pp on the Korean medical exam	4 public test sets, 100 questions per cell	unstated version, early-access account	Belebele: Jev 96/100 KO vs 97/100 EN; KorMedMCQA: Jev 80/100 vs Luna 88/100 (+8pp, 95% CI [2,15]); order-sensitivity flip rate 13% KO / 14% EN; latency 221ms vs Luna 1085ms	researcher/academic	unstated (2026, early-access period)	Explicitly labeled a 'sample check,' not a benchmark, with ±8pp uncertainty per 100-item cell; notes ~2% answer variance on identical re-run requests limiting exact reproducibility.
https://github.com/marcosmartinez/jev-acento	Languages other than English	language;calibration;perturbation;consistency	Spanish-language audit: swapping only the input text from English to Spanish costs Jev 3.0-6.4pp accuracy and roughly doubles calibration error on the hardest two of four datasets; writing instructions in Spanish does not help	XNLI 1000, PAWS-X 1000, MASSIVE 600, Belebele 600 (n=3,200 paired items)	jev-1.13.0 (version-pinned via direct API)	XNLI acc EN 0.850 -> ES 0.786 (-6.4pp, CI[-8.6,-4.3]); XNLI ECE 0.057->0.101; Spanish costs 17-38% more input tokens; stability check accuracy jitter 0.000-0.005 vs deltas of 0.030-0.064	independent dev	run 20260921-es-v1	Explicit single-wording-per-cell caveat: the null result for Spanish instructions is about these two wordings, not proof instructions are interchangeable in general; compares directly against a prior Russian-language audit.
https://github.com/FlorianRiquelme/jev-kit	Evaluation tooling	calibration;harness	Typed client + benchmark harness for Jev; the shipped example run against 15 real-project fixtures gets 81.7% overall accuracy but shows one question ('needs_human', an indirect compound judgment) scoring 46.7% - worse than a coin flip - which the harness itself flags	15 labeled fixtures (pr-finding-triage recipe shown; others not detailed)	typesafe-ai/jev (via Vercel AI Gateway)	overall accuracy 81.7% (49/60); needs_human 46.7% (7/15); at confidence>=0.7 threshold: 60% coverage at 100% accuracy; p50 latency 809ms; TypeSafe's own benchmark cited: Jev 67.8% vs GPT-5.6 Sol 74.1%	independent dev	2026-09-20	Only one recipe's 15-fixture run is shown in the README; explicitly states 'accuracy is not peak-of-market' and cites vendor's own comparative benchmark as a caveat, not an original finding.
https://github.com/rssr25/system-one-bench	Evaluation tooling	calibration;consistency;perturbation;harness	Pip-installable benchmark suite (suites A-I) running Jev 1.13.0 and Laya 0.3.4 on identical generated manifests (n=500), measuring calibration, wording sensitivity, and cost/latency scaling	generated, policy-labeled manifests, n=500	jev-1.13.0 (hosted) vs Laya 0.3.4 (local)	results shown as figures/charts (accuracy vs cardinality, reliability diagram, latency vs question count); no single inline headline number	independent dev	2026-09	Results presented as figures/charts rather than inline numbers; extensive metric suite (ECE-vs-noise-floor, risk-coverage, ordinal MAE).
https://github.com/smkrv/jev-calibrate	Evaluation tooling	calibration;consistency;harness	CLI that grades whether a Jev question's answers are usable against labels; on its bundled example, vague criteria scored 0.69-0.89 accuracy and rewritten criteria reached 0.92-1.00 with holdout AUC up to 1.00	26-66 labeled support messages (bundled example)	jev-1.13.0 (typesafe), typesafe/jev-1.13-20260917 (openrouter)	accuracy 0.69->0.92-1.00 after rewording criteria; holdout AUC 1.00/1.00/0.97 across 3 questions; largest 3-run spread 0.08	independent dev		Numbers are for a small bundled toy example labeled by the tool's own author; tool itself is generic (works on any user's questions/labels).
https://github.com/xxlya/evaljev	Evaluation tooling	consistency;calibration;harness	Runtime-assurance library for Jev decision workflows: derives Jev's confidence-margin formula from live traces, measures batched-vs-separate-request distribution shift, and finds paired requests are 34.7% cheaper and 49.4% faster than separate calls	1,490 hash-verified live API calls (measurement examples); production trace examples (351 decisions cited for the console demo)	jev (via JevHTTPClient, api.typesafe.ai)	batched-question JS divergence 0.0058 vs 0.0035 (near-identical to same request); paired requests 34.7% cheaper, 49.4% faster; a live schema-repair example: decision test p=0.25 vs probability test p=0.031	independent dev	2026	Primarily a monitoring/tooling library, but its documented findings (confidence formula, batching independence, cost/speed) are real live-API measurements, not just claims.
https://github.com/SamuelSacco/jev-exploration	Write-ups, critiques and evidence ledgers	calibration;consistency;meta;domain-benchmark	Evidence-ledger meta-analysis recomputing every published Jev ECE against its sampling noise floor, plus original experiments; finds Jev's probabilities are miscalibrated 2.1-2.5x the noise floor at every difficulty tier and are quantized to 0.01 (can return exact 0 or 1)	800-item difficulty gradient (Noul questions); cross-domain slices 480 items in 4 domains; negation probe n=80	jev-1.13.0	ECE 2.1-2.5x noise floor across all 4 tiers; exact p=1.0/0.0 possible (Noul never did in 2,580 answers); Platt-slope transfer cuts ECE 74% with ~50 labels; batching cost ~0.33ms/extra question	independent dev	started September 2026, maintained as living ledger	Notably meta in scope (recomputes other repos' published ECE figures against noise floors, e.g. flags a widely-cited n=60 benchmark as unable to measure calibration at all); every claim tracked with source/status in a public ledger.
https://github.com/Zaious/jev-capability-atlas	Write-ups, critiques and evidence ledgers	meta;calibration;failure-modes	"Bilingual capability atlas synthesizing own tests and third-party benchmarks into an axis of ""signal-sufficient vs needs-external-knowledge""; own tests include a history-recall miscalibration case (0.90 confidence on a wrong answer after a typo) and measured intent-classification ECE 0.041"	Various small own probes (citation-support, sarcasm, history-recall) plus cited external benchmarks (AG News, Banking77, DAIR Emotion)	Jev (specific version unstated)	Own measured ECE 0.041 (Chinese intent classification); history-recall confidence 0.90 on a wrong answer, 1.00 after correcting a typo; cited DAIR Emotion 48% accuracy at 0.819 mean confidence	independent dev		Explicitly framed as a synthesis/field-guide, not a leaderboard; every claim tagged by evidence tier (own test / third-party / official doc / own judgment); publicly corrected an earlier version after a reader-reported error.
